"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"IGKC",970.889216259834,-1.26538241834764,0.387973863921012,-3.26151459162532,0.00110818728881851,0.0423701737439182
"IGLC7",29.2895744900924,1.91616399286008,0.527400577442869,3.63322316056366,0.000279902735498383,0.0273898504364237
"IGLL5",26.8731310272665,-1.63013710028847,0.480126626247696,-3.39522328313341,0.000685726522773195,0.038453143969089
"IGLV1-47",1.29613929959189,2.22579877138695,0.461010178807137,4.82809029758562,1.37848589430451e-06,0.00270550831522164
"TIMP1",35.9319640021996,-1.4227970411301,0.230083626432967,-6.18382569497885,6.25664502332996e-10,3.68391258973668e-06
