"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ABCF1",1.22944283579404,-0.615414653011649,0.159365766279267,-3.86164900643228,0.000112624289957821,0.00906691783742786
"AC009501.4",40.3252875676819,0.865840701214732,0.223298162352532,3.87750930008903,0.000105531294792052,0.0085970315507382
"AC096579.7",87.8369912965389,-2.39167405826666,0.431319000380625,-5.54502365107052,2.93914439683916e-08,7.73560196445014e-06
"ADD3",1.04446279606275,0.679540054326718,0.194279887751148,3.49773752802007,0.000469222671068347,0.02854882691321
"AHNAK",4.25911547350999,-1.17812526824114,0.177382629613055,-6.64171723472086,3.10049353877427e-11,1.32604233036452e-08
"AIMP1",2.2685221041282,0.456413180315094,0.129067072739011,3.53624801918314,0.000405853470875105,0.0250203180288139
"ALDOA",36.6311379748321,-0.584566740496631,0.0961430954458982,-6.08017390937428,1.20052266444997e-09,3.91198885372912e-07
"ATXN8OS",4.82279573599074,2.51979223987337,0.241223738032493,10.4458717886792,1.5304272085744e-25,1.7454522313791e-22
"BEST1",0.865713383392865,-0.886019671696349,0.245949822750012,-3.60244078157729,0.000315243230265018,0.0209437808223642
"BIN2",4.66757848518312,-0.569272371841565,0.155145762384008,-3.66927438490093,0.000243239898692159,0.0175209539657941
"C6orf48",10.4689195642206,0.357260141165275,0.0866044600303131,4.12519333346375,3.70423457795272e-05,0.00384061776014098
"C8orf59",2.25040230993438,0.929482296280847,0.224994459249217,4.131134159403,3.60977821930999e-05,0.00380026343919051
"CASK",1.13257971945789,2.27885016934278,0.347040562449652,6.56652396266615,5.15033626059063e-11,2.07316182536598e-08
"CAST",3.21994742069164,-0.585503035848031,0.130043388116978,-4.5023668202289,6.72008653177816e-06,0.000919711042739159
"CD53",19.1700373328978,0.391286015234861,0.117812065728405,3.32127284939475,0.000896078896546003,0.0461046163911383
"CDK5RAP3",3.62862398128815,-0.53869104367771,0.157988708292705,-3.40968066325145,0.000650389849064064,0.0370460714191941
"CFLAR",4.43067211377804,-0.503625253465962,0.139548550986232,-3.60896082335996,0.000307426027175257,0.0206246696466694
"CHMP2A",8.84021022743491,-0.371706818287835,0.111814957851275,-3.32430316507602,0.000886397806558345,0.0461046163911383
"COX6A1P2",2.07133012404804,-0.89637734973085,0.203843214660047,-4.39738625210436,1.09562269671309e-05,0.0013649310226526
